datapoint_id,cf1,cf2,cf3,cf4,cf5
30195,"Original Instance | Counterfactual
Stays In Week Nights: 1 | Stays In Week Nights: 25
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Month: January | Arrival Date Month: August
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 8
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 38.5 | ADR: 329.1
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Month: January | Arrival Date Month: July
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 9
Reservation Status: Check-Out | Reservation Status: Cancellation"
56168,"Original Instance | Counterfactual
Adults: 2 | Adults: 3
Children: 1.0 | Children: 2.0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 127.8 | ADR: 108.7
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 179 | Lead Time: 664
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 19
Arrival Date Month: August | Arrival Date Month: December
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Children: 1.0 | Children: 3.0
Reservation Status: Check-Out | Reservation Status: Cancellation"
60052,"Original Instance | Counterfactual
ADR: 104.4 | ADR: 373.1
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 104.4 | ADR: 301.6
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Month: November | Arrival Date Month: May
Reserved Room Type: Standard Room | Reserved Room Type: Penthouse Suite
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 5
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 104.4 | ADR: 284.3
Previous Cancellations: 0 | Previous Cancellations: 25
Reservation Status: Check-Out | Reservation Status: Cancellation"
85498,"Original Instance | Counterfactual
ADR: 85.5 | ADR: 350.0
Arrival Date Month: March | Arrival Date Month: September
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Total Of Special Requests: 0 | Total Of Special Requests: 4
Market Segment: Corporate | Market Segment: Undefined
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Country: DEU | Country: UMI
Hotel: City Hotel | Hotel: Resort Hotel
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: Refundable | Deposit Type: Non Refund
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Month: March | Arrival Date Month: July
Reserved Room Type: Standard Room | Reserved Room Type: Junior Suite
Reservation Status: Check-Out | Reservation Status: Cancellation"
37601,"Original Instance | Counterfactual
Lead Time: 33 | Lead Time: 356
Arrival Date Week Number: 25 | Arrival Date Week Number: 19
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Total Of Special Requests: 1 | Total Of Special Requests: 5
Stays In Week Nights: 3 | Stays In Week Nights: 13
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Arrival Date Day Of Month: 20 | Arrival Date Day Of Month: 19
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 3 | Stays In Week Nights: 25
Reserved Room Type: Family Room | Reserved Room Type: Standard Room
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 3 | Stays In Week Nights: 13
Children: 0.0 | Children: 3.0
Reservation Status: Check-Out | Reservation Status: Cancellation"
55780,"Original Instance | Counterfactual
Lead Time: 5 | Lead Time: 62
Stays In Week Nights: 0 | Stays In Week Nights: 25
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 3
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 167.0 | ADR: 237.4
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 0 | Stays In Week Nights: 9
Booking Changes: 0 | Booking Changes: 3
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 10
Reservation Status: Check-Out | Reservation Status: Cancellation"
76664,"Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
ADR: 65.0 | ADR: 305.2
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 2 | Previous Cancellations: 26
Stays In Week Nights: 4 | Stays In Week Nights: 14
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 8 | Lead Time: 524
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 8 | Lead Time: 428
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Adults: 1 | Adults: 20
Reservation Status: Check-Out | Reservation Status: Cancellation"
61754,"Original Instance | Counterfactual
Arrival Date Week Number: 53 | Arrival Date Week Number: 13
Children: 0.0 | Children: 1.0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 5 | Stays In Week Nights: 9
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Day Of Month: 25 | Arrival Date Day Of Month: 14
Arrival Date Month: December | Arrival Date Month: September
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 282 | Lead Time: 187
ADR: 109.23 | ADR: 206.1
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 19
Reservation Status: Check-Out | Reservation Status: Cancellation"
68227,"Original Instance | Counterfactual
ADR: 200.0 | ADR: 231.6
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Day Of Month: 15 | Arrival Date Day Of Month: 7
Stays In Week Nights: 2 | Stays In Week Nights: 4
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Week Number: 20 | Arrival Date Week Number: 5
Market Segment: Online TA | Market Segment: Complementary
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Month: May | Arrival Date Month: June
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
ADR: 200.0 | ADR: 288.1
Reservation Status: Cancellation | Reservation Status: Check-Out"
68689,"Original Instance | Counterfactual
ADR: 126.0 | ADR: 46.5
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 93 | Lead Time: 86
Stays In Week Nights: 2 | Stays In Week Nights: 3
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Total Of Special Requests: 0 | Total Of Special Requests: 1
Reserved Room Type: Standard Room | Reserved Room Type: Suite Room
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 93 | Lead Time: 158
Stays In Weekend Nights: 2 | Stays In Weekend Nights: 0
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Market Segment: Online TA | Market Segment: Corporate
Stays In Week Nights: 2 | Stays In Week Nights: 9
Reservation Status: Cancellation | Reservation Status: Check-Out"
71076,"Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 5
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: HRV
Reserved Room Type: Standard Room | Reserved Room Type: Deluxe Room
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Stays In Week Nights: 1 | Stays In Week Nights: 3
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 7
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Children: 0.0 | Children: 2.0
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: RUS
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 2
Reservation Status: Cancellation | Reservation Status: Check-Out"
78335,"Original Instance | Counterfactual
Market Segment: Corporate | Market Segment: Undefined
Adults: 1 | Adults: 3
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 1 | Stays In Week Nights: 26
Booking Changes: 0 | Booking Changes: 2
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 67.0 | ADR: 217.0
Arrival Date Month: June | Arrival Date Month: August
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 8 | Lead Time: 470
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 1 | Stays In Week Nights: 15
Reservation Status: Check-Out | Reservation Status: Cancellation"
80601,"Original Instance | Counterfactual
Market Segment: Corporate | Market Segment: Groups
Previous Cancellations: 2 | Previous Cancellations: 4
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Day Of Month: 1 | Arrival Date Day Of Month: 22
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Market Segment: Corporate | Market Segment: Complementary
Arrival Date Day Of Month: 1 | Arrival Date Day Of Month: 19
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Hotel: City Hotel | Hotel: Resort Hotel
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Week Number: 5 | Arrival Date Week Number: 52
Reservation Status: Cancellation | Reservation Status: Check-Out"
81743,"Original Instance | Counterfactual
ADR: 75.0 | ADR: 88.6
Booking Changes: 0 | Booking Changes: 14
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 8
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Month: February | Arrival Date Month: August
Booking Changes: 0 | Booking Changes: 6
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 6
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Month: February | Arrival Date Month: May
Booking Changes: 0 | Booking Changes: 10
Reservation Status: Cancellation | Reservation Status: Check-Out"
82393,"Original Instance | Counterfactual
Arrival Date Day Of Month: 6 | Arrival Date Day Of Month: 11
Booking Changes: 0 | Booking Changes: 10
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 6
Adults: 2 | Adults: 20
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 302 | Lead Time: 72
Booking Changes: 0 | Booking Changes: 8
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: MDV
Total Of Special Requests: 0 | Total Of Special Requests: 5
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 20
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 6
Reservation Status: Cancellation | Reservation Status: Check-Out"
84583,"Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Total Of Special Requests: 1 | Total Of Special Requests: 3
Arrival Date Day Of Month: 26 | Arrival Date Day Of Month: 14
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 88.5 | ADR: 222.0
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 6
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Total Of Special Requests: 1 | Total Of Special Requests: 5
Booking Changes: 0 | Booking Changes: 4
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
Previous Cancellations: 0 | Previous Cancellations: 6
Reservation Status: Check-Out | Reservation Status: Cancellation"
96373,"Original Instance | Counterfactual
Reserved Room Type: Standard Room | Reserved Room Type: Presidential Suite
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Week Number: 36 | Arrival Date Week Number: 20
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Total Of Special Requests: 1 | Total Of Special Requests: 0
Arrival Date Month: August | Arrival Date Month: November
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
ADR: 108.0 | ADR: 172.5
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 45 | Lead Time: 486
Market Segment: Online TA | Market Segment: Direct
Reservation Status: Cancellation | Reservation Status: Check-Out"
99102,"Original Instance | Counterfactual
Lead Time: 9 | Lead Time: 62
Stays In Week Nights: 2 | Stays In Week Nights: 8
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Arrival Date Month: October | Arrival Date Month: March
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 9 | Lead Time: 672
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Lead Time: 9 | Lead Time: 236
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Total Of Special Requests: 2 | Total Of Special Requests: 0
Adults: 2 | Adults: 3
Reservation Status: Check-Out | Reservation Status: Cancellation"
106685,"Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Week Number: 9 | Arrival Date Week Number: 44
Adults: 2 | Adults: 1
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
Lead Time: 8 | Lead Time: 400
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 108.0 | ADR: 247.9
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Week Number: 9 | Arrival Date Week Number: 38
Previous Cancellations: 0 | Previous Cancellations: 19
Reservation Status: Check-Out | Reservation Status: Cancellation"
111235,"Original Instance | Counterfactual
Lead Time: 123 | Lead Time: 127
Previous Cancellations: 0 | Previous Cancellations: 11
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Day Of Month: 3 | Arrival Date Day Of Month: 15
Previous Cancellations: 0 | Previous Cancellations: 11
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 25
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 108.0 | ADR: 382.7
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 6
Reservation Status: Check-Out | Reservation Status: Cancellation"
